"_5_digit_ntd_id","max_agency","max_reporter_type","max_organization_type","report_year","max_city","max_state","max_agency_voms","mode","max_mode_name","type_of_service","max_mode_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","questionable_record","max_time_period","min_time_service_begins","max_time_service_ends","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles","sum_days_of_service_operated","sum_days_not_operated_strikes","sum_days_not_operated_emergencies"
"50047","Bloomington-Normal Public Transit System, dba: Connect Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Normal","IL","44","DR","Demand Response","DO","18","08407","Bloomington--Normal, IL","50.36","134100","46","131416","","Annual Total",,,"544193","477632","66561","0","44616","39780","4836","0","0","0","0","0",,"0","0",,"101395","89194","12201","566478","0",,,
"50047","Bloomington-Normal Public Transit System, dba: Connect Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Normal","IL","44","MB","Bus","DO","26","08407","Bloomington--Normal, IL","50.36","134100","46","131416","","Annual Total",,,"1322187","1261890","60297","1268096","108539","104761","3778","0","0","0","0","0",,"0","0",,"2024124",,,"4461143","0",,,
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Indianapolis","IN","194","DR","Demand Response","PT","44","41212","Indianapolis, IN","722.55","1699881","396","969466","Y","Annual Total",,,"1553899","1329396","224503","0","91948","79381","12567","0","0","0","0","0",,"0","0",,"131665","131665","0","1430875","0",,,
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Indianapolis","IN","194","DR","Demand Response","TN","32","41212","Indianapolis, IN","722.55","1699881","396","969466","Y","Annual Total",,,"0","298720","0","0","0","15290","0",,,"0","0","0",,"0","0",,"26858","26858","0","329101","0","0","0","0"
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Indianapolis","IN","194","MB","Bus","DO","105","41212","Indianapolis, IN","722.55","1699881","396","969466","","Annual Total",,,"7577740","6882492","695248","7046748","533219","505782","27437","0","0","0","0","0",,"0","0",,"5619475",,,"30184797","0",,,
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Indianapolis","IN","194","MB","Bus","PT","1","41212","Indianapolis, IN","722.55","1699881","396","969466","","Annual Total",,,"130479","110289","20190","114290","7785","6587","1198","0","0","0","0","0",,"0","0",,"13871",,,"48466","0",,,
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Indianapolis","IN","194","RB","Bus Rapid Transit","DO","12","41212","Indianapolis, IN","722.55","1699881","396","969466","","Annual Total",,,"789207","684796","104411","725928","60857","55079","5778","0","0","0","0","0",,"0","0",,"1097011",,,"3211662","26.09",,,
"50051","Greater Lafayette Public Transportation Corporation, dba: CityBus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Lafayette","IN","52","DR","Demand Response","DO","9","46018","Lafayette, IN","68.74","157100","74","134333","","Annual Total",,,"212504","181565","30939","0","17967","14006","3961","0","0","0","0","0",,"0","0",,"37545","36044","0","216439","0",,,
"50051","Greater Lafayette Public Transportation Corporation, dba: CityBus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Lafayette","IN","52","MB","Bus","DO","43","46018","Lafayette, IN","68.74","157100","74","134333","","Annual Total",,,"1735032","1681797","53235","1750756","139465","135232","4233","0","0","0","0","0",,"0","0",,"4409766",,,"10403444","0",,,
"50052","South Bend Public Transportation Corporation, dba: Transpo","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","South Bend","IN","57","DR","Demand Response","DO","15","83116","South Bend, IN--MI","147.93","278921","68","154346","","Annual Total",,,"325631","280891","44740","0","22932","19742","3190",,,"0","0","0",,"0","0",,"61079","61079",,"497683","0",,,
"50052","South Bend Public Transportation Corporation, dba: Transpo","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","South Bend","IN","57","MB","Bus","DO","42","83116","South Bend, IN--MI","147.93","278921","68","154346","","Annual Total",,,"1383531","1303204","80327","1390645","102895","93236","9659",,,"0","0","0",,"0","0",,"1191741",,,"4181478","0",,,
"50053","City of Terre Haute , dba: Terre Haute Transit Utility","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Terre Haute","IN","10","DR","Demand Response","DO","2","87139","Terre Haute, IN","46.83","79862","18","59614","Y","Annual Total",,,"58482","52315","6167","0","7208","4524","2684",,,"0","0","0",,"0","0",,"13130","13130","0","48792","0",,,
"50053","City of Terre Haute , dba: Terre Haute Transit Utility","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Terre Haute","IN","10","MB","Bus","DO","8","87139","Terre Haute, IN","46.83","79862","18","59614","","Annual Total",,,"397474","391060","6414","428308","30189","28805","1384",,,"0","0","0",,"0","0",,"132628",,,"148301","0",,,
"50054","Muncie Indiana Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Muncie","IN","36","DR","Demand Response","DO","9","60625","Muncie, IN","48.2","84382","27","84832","","Annual Total",,,"179186","159100","20086","0","14219","12116","2103",,,"0","0","0",,"0","0",,"36893","36893",,"187785","0",,,
"50054","Muncie Indiana Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Muncie","IN","36","MB","Bus","DO","27","60625","Muncie, IN","48.2","84382","27","84832","","Annual Total",,,"736144","669755","66389","699284","53433","49178","4255",,,"0","0","0",,"0","0",,"882222",,,"3467132","0",,,
"50056","Greater Peoria Mass Transit District, dba: CityLink","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Peoria","IL","73","DR","Demand Response","PT","31","68509","Peoria, IL","145.79","259781","105","240110","","Annual Total",,,"1087175","947952","139223","0","63175","58017","5158","0","0","0","0","0",,"0","0",,"135733","39362","0","1351779","0",,,
"50056","Greater Peoria Mass Transit District, dba: CityLink","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Peoria","IL","73","MB","Bus","DO","42","68509","Peoria, IL","145.79","259781","105","240110","","Annual Total",,,"2250850","2130459","120391","1994509","160354","124578","35776","0","0","0","0","0",,"0","0",,"1736010",,,"8695365","0",,,
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Moline","IL","63","DR","Demand Response","DO","9","22366","Davenport, IA--IL","134.86","285211","46","120378","","Annual Total",,,"245581","207437","38144","0","16549","14832","1717","0","0","0","0","0",,"0","0",,"52454","0","52454","219747","0",,,
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Moline","IL","63","DR","Demand Response","PT","4","22366","Davenport, IA--IL","134.86","285211","46","120378","","Annual Total",,,"150521","128590","21931","0","8794","8165","629","0","0","0","0","0",,"0","0",,"17095","17095","0","85417","0",,,
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Moline","IL","63","FB","Ferryboat","PT","3","22366","Davenport, IA--IL","134.86","285211","46","120378","","Annual Total",,,"14146","14146","0","14186","2097","2097","0","0",,"0","0","0",,"0","0",,"38980",,,"213087","8.12",,,
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Moline","IL","63","MB","Bus","DO","47","22366","Davenport, IA--IL","134.86","285211","46","120378","Y","Annual Total",,,"2342490","2215763","126727","2228208","157335","150282","7053","0","0","0","0","0",,"0","0",,"1818635",,,"8979611","0",,,
"50058","Rockford Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Rockford","IL","48","DR","Demand Response","DO","24","75718","Rockford, IL","133.81","276443","156","285526","","Annual Total",,,"903563","818003","85560","0","58032","55308","2724",,,"0","0","0",,"0","0",,"107203","96295","10908","873279","0",,,
"50058","Rockford Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Rockford","IL","48","MB","Bus","DO","24","75718","Rockford, IL","133.81","276443","156","285526","","Annual Total",,,"1330810","1329345","1465","1324749","99115","99034","81","0","0","0","0","0",,"0","0",,"887551",,,"4162614","0",,,
"50059","Springfield Mass Transit District, dba: Sangamon Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Springfield","IL","66","DR","Demand Response","DO","18","83899","Springfield, IL","81.74","159265","65","153594","","Annual Total",,,"542577","498153","44424","0","38320","36515","1805","0","0","0","0","0",,"0","0",,"87783","79524","8259","531523","0",,,
"50059","Springfield Mass Transit District, dba: Sangamon Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Springfield","IL","66","MB","Bus","DO","48","83899","Springfield, IL","81.74","159265","65","153594","","Annual Total",,,"1814550","1739930","74620","1799546","126649","122439","4210","0","0","0","0","0",,"0","0",,"1232183",,,"4470225","0",,,
"50060","Champaign-Urbana Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Urbana","IL","110","DR","Demand Response","DO","8","15211","Champaign, IL","46.52","147452","41","136612","","Annual Total",,,"256055","204747","51308","0","25844","21880","3964",,,"0","0","0",,"0","0",,"55004","29198",,"161970","0",,,
"50060","Champaign-Urbana Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Urbana","IL","110","DR","Demand Response","PT","19","15211","Champaign, IL","46.52","147452","41","136612","","Annual Total",,,"237683","227929","9754","0","23458","22621","837","0","0","0","0","0",,"0","0",,"85096","85096","0","570143","0",,,
"50060","Champaign-Urbana Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Urbana","IL","110","MB","Bus","DO","83","15211","Champaign, IL","46.52","147452","41","136612","","Annual Total",,,"3052022","2899418","152604","2937325","268620","257221","11399","0","0","0","0","0",,"0","0",,"8433006",,,"14064962","0",,,
"50061","City of Decatur, Il, dba: Decatur Public Transit System","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Decatur","IL","24","DR","Demand Response","PT","5","22717","Decatur, IL","55.11","86287","53","74746","","Annual Total",,,"96003","91222","4781","0","9867","9439","428","0","0","0","0","0",,"0","0",,"19204","19204",,"71652","0",,,
"50061","City of Decatur, Il, dba: Decatur Public Transit System","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Decatur","IL","24","MB","Bus","PT","19","22717","Decatur, IL","55.11","86287","53","74746","","Annual Total",,,"1004150","998653","5497","998800","71247","69387","1860",,,"0","0","0",,"0","0",,"890436",,,"2539771","0",,,
"50066","Chicago Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Chicago","IL","2145","HR","Heavy Rail","DO","838","16264","Chicago, IL--IN","2337.89","8671746","283","3224925","","Annual Total",,,"63051958","62562093","489865","69046294","3896735","3658027","238708",,,"0","8857958","8792965","64993","550888","515893","34995","117447140",,,"686884473","207.84",,,
"50066","Chicago Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Chicago","IL","2145","MB","Bus","DO","1307","16264","Chicago, IL--IN","2337.89","8671746","283","3224925","","Annual Total",,,"48815044","45411226","3403818","46699172","5290539","4970515","320024","0","0","0","0","0",,"0","0",,"161699361",,,"403793155","4.07",,,
"50088","City of Sheboygan, dba: Shoreline Metro","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Sheboygan","WI","20","DR","Demand Response","DO","5","81118","Sheboygan, WI","35.31","74369","23","59490","","Annual Total",,,"0","136079","0","0","0","10286","0",,,"0","0","0",,"0","0",,"25173",,"0","0","0",,,
"50088","City of Sheboygan, dba: Shoreline Metro","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Sheboygan","WI","20","MB","Bus","DO","15","81118","Sheboygan, WI","35.31","74369","23","59490","","Annual Total",,,"0","528343","0","0","0","37903","0",,,"0","0","0",,"0","0",,"560155",,,"0","0",,,
"50090","Richland County Transit","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2023","Mansfield","OH","12","DR","Demand Response","PT","5","54091","Mansfield, OH","47.68","73545","72","73140","","Annual Total",,,"0","40217","0","0","0","4265","0",,,"0","0","0",,"0","0",,"8087",,"2473","0","0",,,
"50090","Richland County Transit","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2023","Mansfield","OH","12","MB","Bus","PT","7","54091","Mansfield, OH","47.68","73545","72","73140","","Annual Total",,,"0","231371","0","0","0","17618","0",,,"0","0","0",,"0","0",,"113627",,,"0","0",,,
"50091","City of Wausau, Wisconsin, dba: Metro Ride","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Wausau","WI","21","DR","Demand Response","DO","3","93025","Wausau, WI","48.74","77429","19","39994","","Annual Total",,,"0","12624","0","0","0","1298","0",,,"0","0","0",,"0","0",,"2937",,"0","0","0",,,
"50091","City of Wausau, Wisconsin, dba: Metro Ride","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Wausau","WI","21","MB","Bus","DO","18","93025","Wausau, WI","48.74","77429","19","39994","","Annual Total",,,"0","366637","0","0","0","26836","0",,,"0","0","0",,"0","0",,"359363",,,"0","0",,,
"50092","City of Rochester, Minnesota, dba: Rochester Public Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Rochester","MN","55","DR","Demand Response","PT","9","75637","Rochester, MN","51.59","121587","66","127700","","Annual Total",,,"326020","281822","44198","0","26362","19023","7339","0","0","0","0","0",,"0","0",,"35011","34192","819","195912","0",,,
"50092","City of Rochester, Minnesota, dba: Rochester Public Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Rochester","MN","55","DR","Demand Response","TX","4","75637","Rochester, MN","51.59","121587","66","127700","","Annual Total",,,"0","25558","0","0","0","1351","0",,,"0","0","0",,"0","0",,"5112","4994","118","24763","0",,,
"50092","City of Rochester, Minnesota, dba: Rochester Public Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Rochester","MN","55","MB","Bus","PT","42","75637","Rochester, MN","51.59","121587","66","127700","","Annual Total",,,"1641983","1500188","141795","1555594","117846","108255","9591","0","0","0","0","0",,"0","0",,"705283",,,"2337711","0",,,
"50093","Lima Allen County Regional Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2023","Lima","OH","18","DR","Demand Response","DO","10","49852","Lima, OH","48.66","68630","407","101670","","Annual Total",,,"0","203579","0","0","0","15259","0",,,"0","0","0",,"0","0",,"52891",,"0","0","0",,,
"50093","Lima Allen County Regional Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2023","Lima","OH","18","MB","Bus","DO","8","49852","Lima, OH","48.66","68630","407","101670","","Annual Total",,,"0","497316","0","0","0","28695","0",,,"0","0","0",,"0","0",,"174279",,,"0","0",,,
"50095","Lorain County, dba: Lorain County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Elyria","OH","9","DR","Demand Response","PT","6","51364","Lorain--Elyria, OH","90.61","199067","49","127025","","Annual Total",,,"0","263145","0","0","0","20775","0",,,"0","0","0",,"0","0",,"26498",,"15760","0","0",,,
"50095","Lorain County, dba: Lorain County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Elyria","OH","9","MB","Bus","PT","3","51364","Lorain--Elyria, OH","90.61","199067","49","127025","","Annual Total",,,"0","125393","0","0","0","8979","0",,,"0","0","0",,"0","0",,"30540",,,"0","0",,,
"50096","City of Waukesha , dba: Waukesha Metro Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Waukesha","WI","33","CB","Commuter Bus","PT","7","57466","Milwaukee, WI","463.68","1306795","43","141642","","Annual Total",,,"247199","147700","99499","149940","9013","5983","3030",,,"0","0","0",,"0","0",,"18384",,,"371650","0",,,
"50096","City of Waukesha , dba: Waukesha Metro Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Waukesha","WI","33","DR","Demand Response","DO","2","57466","Milwaukee, WI","463.68","1306795","43","141642","","Annual Total",,,"53850","42379","11471","0","4888","4042","846",,,"0","0","0",,"0","0",,"8874","8874",,"41725","0",,,
"50096","City of Waukesha , dba: Waukesha Metro Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Waukesha","WI","33","DR","Demand Response","PT","4","57466","Milwaukee, WI","463.68","1306795","43","141642","","Annual Total",,,"8629","8140","489","0","494","457","37",,,"0","0","0",,"0","0",,"800","622","178","8756","0",,,
"50096","City of Waukesha , dba: Waukesha Metro Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Waukesha","WI","33","MB","Bus","DO","18","57466","Milwaukee, WI","463.68","1306795","43","141642","","Annual Total",,,"768702","732331","36371","734254","55743","53994","1749",,,"0","0","0",,"0","0",,"378746",,,"1418458","10.7",,,
"50096","City of Waukesha , dba: Waukesha Metro Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Waukesha","WI","33","MB","Bus","PT","2","57466","Milwaukee, WI","463.68","1306795","43","141642","","Annual Total",,,"49293","48813","480","50201","2767","2748","19",,,"0","0","0",,"0","0",,"59807",,,"173440","0",,,
"50098","City of Michigan , dba: Michigan City Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Michigan City","IN","6","CB","Commuter Bus","DO","0","56656","Michigan City--La Porte, IN--MI","49.16","71367","20","32075","","Annual Total",,,"0","0","0","0","0","0","0",,,"0","0","0",,"0","0",,"0",,,"0","0",,,
"50098","City of Michigan , dba: Michigan City Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Michigan City","IN","6","DR","Demand Response","DO","2","56656","Michigan City--La Porte, IN--MI","49.16","71367","20","32075","","Annual Total",,,"0","16093","0","0","0","1505","0",,,"0","0","0",,"0","0",,"4467",,"0","0","0",,,
"50098","City of Michigan , dba: Michigan City Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Michigan City","IN","6","MB","Bus","DO","4","56656","Michigan City--La Porte, IN--MI","49.16","71367","20","32075","","Annual Total",,,"0","202542","0","0","0","13924","0",,,"0","0","0",,"0","0",,"120196",,,"0","0",,,
"50099","City of Eau Claire, dba: Eau Claire Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Eau Claire","WI","42","DR","Demand Response","PT","26","26038","Eau Claire, WI","62.5","105475","28","78545","","Annual Total",,,"464073","283921","180152","0","27690","23525","4165","0","0","0","0","0",,"0","0",,"38133","32190","5943","230972","0",,,
"50099","City of Eau Claire, dba: Eau Claire Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Eau Claire","WI","42","MB","Bus","DO","16","26038","Eau Claire, WI","62.5","105475","28","78545","Y","Annual Total",,,"722846","709882","12964","710721","49869","49090","779","0","0","0","0","0",,"0","0",,"634749",,,"1637652","0",,,
"50103","North Township of Lake County , dba: Dial-A-Ride","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Hammond","IN","6","DR","Demand Response","DO","6","16264","Chicago, IL--IN","2337.89","8671746","527","170200","","Annual Total",,,"0","53022","0","0","0","5240","0",,,"0","0","0",,"0","0",,"6183",,"0","0","0",,,
"50104","Northern Indiana Commuter Transportation District, dba: South Shore Line","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Chesterton","IN","48","CR","Commuter Rail","DO","48","16264","Chicago, IL--IN","2337.89","8671746","1970","1060840","","Annual Total",,,"2052553","2032288","20265","2049752","63697","63067","630",,,"0","546841","539178","7663","16486","16285","201","1526836",,,"49941941","179.8",,,
"50107","City of Henderson, dba: Henderson Area Rapid Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","2023","Henderson","KY","5","DR","Demand Response","DO","2",,,"0",,,,"","Annual Total",,,"0","33427","0","0","0","4330","0",,,"0","0","0",,"0","0",,"8089",,"0","0","0",,,
"50107","City of Henderson, dba: Henderson Area Rapid Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","2023","Henderson","KY","5","MB","Bus","DO","3",,,"0",,,,"","Annual Total",,,"0","127908","0","0","0","9900","0",,,"0","0","0",,"0","0",,"60749",,,"0","0",,,
"50108","City of Janesville, dba: Janesville Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Janesville","WI","17","DR","Demand Response","PT","2","42562","Janesville, WI","36.65","72285","35","66206","","Annual Total",,,"0","35318","0","0","0","2167","0",,,"0","0","0",,"0","0",,"7303",,"0","0","0",,,
"50108","City of Janesville, dba: Janesville Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Janesville","WI","17","MB","Bus","DO","15","42562","Janesville, WI","36.65","72285","35","66206","","Annual Total",,,"0","418168","0","0","0","28782","0",,,"0","0","0",,"0","0",,"398119",,,"0","0",,,
"50109","City of Beloit, dba: Beloit Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Beloit","WI","10","DR","Demand Response","PT","3","06760","Beloit, WI--IL","31.94","63073","16","37137","","Annual Total",,,"0","13538","0","0","0","813","0",,,"0","0","0",,"0","0",,"3131",,"0","0","0",,,
"50109","City of Beloit, dba: Beloit Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2023","Beloit","WI","10","MB","Bus","DO","7","06760","Beloit, WI--IL","31.94","63073","16","37137","","Annual Total",,,"0","323048","0","0","0","21164","0",,,"0","0","0",,"0","0",,"106544",,,"0","0",,,
"50110","Bloomington Public Transportation Corporation, dba: Bloomington Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Bloomington","IN","51","DR","Demand Response","DO","6","08380","Bloomington, IN","43.04","110103","21","86987","","Annual Total",,,"132542","123552","8990","0","14942","12212","2730","0","0","0","0","0",,"0","0",,"30299","21064","9235","82669","0",,,
"50110","Bloomington Public Transportation Corporation, dba: Bloomington Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Bloomington","IN","51","DR","Demand Response","TN","19","08380","Bloomington, IN","43.04","110103","21","86987","","Annual Total",,,"0","24379","0","0","0","1263","0",,,"0","0","0",,"0","0",,"11987","117","0","24382","0","0","0","0"
"50110","Bloomington Public Transportation Corporation, dba: Bloomington Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Bloomington","IN","51","MB","Bus","DO","26","08380","Bloomington, IN","43.04","110103","21","86987","","Annual Total",,,"956562","920734","35828","921679","89265","86780","2485","0","0","0","0","0",,"0","0",,"2423857",,,"5733290","0",,,
"50113","Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Arlington Heights","IL","1046","DR","Demand Response","DO","7","16264","Chicago, IL--IN","2337.89","8671746","3519","5700036","","Annual Total",,,"290721","228756","61965","0","24526","21143","3383","0","0","0","0","0",,"0","0",,"42121",,,"290936","0",,,
"50113","Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Arlington Heights","IL","1046","DR","Demand Response","PT","208","16264","Chicago, IL--IN","2337.89","8671746","3519","5700036","","Annual Total",,,"4307916","3660877","647039","0","266943","231942","35001","0","0","0","0","0",,"0","0",,"579665","0","0","3502002","0",,,
"50113","Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Arlington Heights","IL","1046","DR","Demand Response","TN","7","16264","Chicago, IL--IN","2337.89","8671746","3519","5700036","","Annual Total",,,"0","25918","0","0","0","1762","0",,,"0","0","0",,"0","0",,"5502","0","0","26225","0","0","0","0"
"50113","Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Arlington Heights","IL","1046","DR","Demand Response","TX","26","16264","Chicago, IL--IN","2337.89","8671746","3519","5700036","","Annual Total",,,"0","350502","0","0","0","18811","0",,,"0","0","0",,"0","0",,"44186","0","0","369239","0","0","0","0"
"50113","Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Arlington Heights","IL","1046","MB","Bus","DO","480","16264","Chicago, IL--IN","2337.89","8671746","3519","5700036","","Annual Total",,,"24870582","21539445","3331137","21748935","1704152","1530447","173705","0","0","0","0","0",,"0","0",,"14334406",,,"98103316","68.75",,,
"50113","Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Arlington Heights","IL","1046","MB","Bus","PT","27","16264","Chicago, IL--IN","2337.89","8671746","3519","5700036","","Annual Total",,,"1057265","899498","157767","899978","71402","65388","6014","0","0","0","0","0",,"0","0",,"573810",,,"2817274","0",,,
"50113","Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Arlington Heights","IL","1046","VP","Vanpool","DO","291","16264","Chicago, IL--IN","2337.89","8671746","3519","5700036","","Annual Total",,,"2641683","2641683","0","0","84471","84471","0",,,"0","0","0",,"0","0",,"470264",,,"7879039","0",,,
"50117","Laketran","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Painesville","OH","102","CB","Commuter Bus","DO","13","17668","Cleveland, OH","713.81","1712178","627","326867","","Annual Total",,,"527631","365995","161636","379199","19212","13399","5813","11","0","0","0","0",,"0","0",,"59168",,,"1282395","0",,,
"50117","Laketran","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Painesville","OH","102","DR","Demand Response","DO","71","17668","Cleveland, OH","713.81","1712178","627","326867","","Annual Total",,,"2606333","2162208","444125","0","149781","122941","26840",,,"0","0","0",,"0","0",,"252387","21475",,"2247914","0",,,
"50117","Laketran","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Painesville","OH","102","MB","Bus","DO","18","17668","Cleveland, OH","713.81","1712178","627","326867","","Annual Total",,,"1216316","1121998","94318","1170418","77407","72387","5020",,,"0","0","0",,"0","0",,"317087",,,"3192438","0",,,
"50118","Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Chicago","IL","912","CR","Commuter Rail","DO","447","16264","Chicago, IL--IN","2337.89","8671746","3947","8615017","","Annual Total",,,"20523934","20314506","209428","19997921","713207","705674","7533",,,"0","3332891","3304946","27945","117834","116818","1016","13742381",,,"296062336","575.4",,,
"50118","Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra","Full Reporter","Independent Public Agency or Authority of Transit Service","2023","Chicago","IL","912","CR","Commuter Rail","PT","465","16264","Chicago, IL--IN","2337.89","8671746","3947","8615017","","Annual Total",,,"23085859","22849422","236437","22753047","757860","752223","5637",,,"0","3324770","3289027","35743","109976","109115","861","18245695",,,"410043317","399.6",,,
"50119","City of Detroit , dba: Detroit Department of Transportation","Full Reporter","City, County or Local Government Unit or Department of Transportation","2023","Detroit","MI","227","DR","Demand Response","PT","75","23824","Detroit, MI","1284.83","3776890","206","1033452","","Annual Total",,,"2813094","2569649","243445","0","151341","136375","14966","0","0","0","0","0",,"0","0",,"241759","241759","0","2424302","0",,,
