"county","srprec","addist","cddist","sddist","bedist","TOTREG","DEMREG","REPREG","AIPREG","GRNREG","LIBREG","NLPREG","REFREG","DCLREG","MSCREG","TOTVOTE","DEMVOTE","REPVOTE","AIPVOTE","GRNVOTE","LIBVOTE","NLPVOTE","REFVOTE","DCLVOTE","MSCVOTE","PRCVOTE","ABSVOTE","ASSDEM01","ASSDEM02","ASSGRN01","ASSIND01","ASSLIB01","ASSREP01","ASSREP02","CNGDEM01","CNGDEM02","CNGREP01","PRSAIP01","PRSDEM01","PRSGRN01","PRSLIB01","PRSPAF01","PRSREP01","PR_14_N","PR_14_Y","PR_15_N","PR_15_Y","PR_16_N","PR_16_Y","PR_17_N","PR_17_Y","PR_18_N","PR_18_Y","PR_19_N","PR_19_Y","PR_20_N","PR_20_Y","PR_21_N","PR_21_Y","PR_22_N","PR_22_Y","PR_23_N","PR_23_Y","PR_24_N","PR_24_Y","PR_25_N","PR_25_Y","SENAIP01","SENDEM01","SENDEM02","SENLIB01","SENREP01"
"19","6220032A","38","25","27","1","2414","0","0","0","0","0","0","0","0","0","2122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1274","239","969","0","1079","6","1083","8","19","0","960","1231","762","1282","749","1336","669","1107","922","1291","745","1183","810","1093","898","1371","637","713","1291","1489","524","1081","913","1297","681","0","982","0","0","971"
"19","6220033A","38","25","21","1","2805","0","0","0","0","0","0","0","0","0","2472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1513","350","910","0","1483","9","1011","11","30","1","1357","1548","794","1679","694","1759","589","1458","920","1706","692","1490","848","1157","1186","1733","634","694","1689","1754","592","1323","1003","1689","648","0","839","0","0","1478"
"19","6220034A","38","25","27","1","1344","0","0","0","0","0","0","0","0","0","955","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","612","78","577","0","336","5","616","4","6","4","304","403","481","398","509","471","423","355","558","480","434","417","472","554","344","424","474","385","522","492","399","358","521","495","371","0","580","0","0","284"
"19","6220035F","38","25","21","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","1","0","1","0","1","0","0","1","1","0","0","1","1","0","1","0","1","0","0","0","0","0","1"
"19","6220038A","38","25","27","1","1377","0","0","0","0","0","0","0","0","0","1157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","670","146","576","0","552","3","612","3","9","1","514","662","427","691","422","738","354","571","536","734","383","610","487","591","496","716","389","387","725","809","290","574","519","725","363","0","576","0","0","488"
"19","6220040A","38","25","27","1","2067","0","0","0","0","0","0","0","0","0","1626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","944","216","821","0","728","6","910","10","11","3","660","842","680","904","647","958","581","737","817","971","589","858","666","914","598","940","590","594","942","990","531","709","794","931","582","0","812","0","0","645"
"19","6220043A","38","25","27","1","2873","0","0","0","0","0","0","0","0","0","2490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1477","350","1004","0","1396","5","1113","8","34","3","1280","1453","877","1611","777","1689","661","1362","1034","1644","760","1405","921","1213","1114","1639","714","673","1716","1746","603","1305","1027","1619","703","0","992","0","0","1258"
"19","6220044A","38","25","27","1","2702","0","0","0","0","0","0","0","0","0","2338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1328","385","1083","0","1179","15","1174","10","40","4","1049","1292","925","1399","854","1509","731","1159","1106","1484","789","1249","993","1210","994","1472","776","744","1512","1554","685","1124","1076","1481","709","0","1050","0","0","1050"
"19","6220045A","36","25","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6220049A","38","25","21","1","2430","0","0","0","0","0","0","0","0","0","2075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1235","310","883","0","1113","5","969","14","36","1","1009","1225","712","1300","681","1359","607","1110","855","1333","649","1165","769","1051","872","1298","654","726","1260","1401","561","1075","862","1294","644","0","860","0","0","1089"
"19","6220051A","38","25","21","1","2780","0","0","0","0","0","0","0","0","0","2444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1481","343","1061","0","1311","7","1200","4","28","6","1154","1391","913","1542","812","1636","688","1333","1015","1594","767","1333","977","1175","1140","1606","722","788","1551","1706","621","1243","1058","1557","731","0","997","0","0","1307"
"19","6220054A","38","25","21","1","1156","0","0","0","0","0","0","0","0","0","975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","533","149","432","0","487","5","479","7","23","3","447","537","376","580","352","597","314","502","420","598","332","530","378","501","401","574","331","316","615","621","291","456","438","608","286","0","420","0","0","474"
"19","6220055A","38","25","21","1","1080","0","0","0","0","0","0","0","0","0","926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","568","152","375","0","521","2","406","2","17","0","486","554","324","620","270","653","233","514","375","640","250","539","333","464","412","644","236","271","619","641","237","477","404","616","259","0","342","0","0","529"
"19","6220057A","38","25","21","1","1604","0","0","0","0","0","0","0","0","0","1375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","785","231","546","0","767","7","631","6","21","4","674","815","485","894","417","963","347","735","591","940","386","772","514","695","603","883","411","449","867","940","380","704","588","878","408","0","550","0","0","734"
"19","6220058A","38","25","21","1","247","0","0","0","0","0","0","0","0","0","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","47","96","0","131","1","116","1","0","1","107","124","95","151","74","156","67","123","99","132","94","116","105","120","97","149","74","78","143","154","68","101","123","155","64","0","94","0","0","127"
"19","6220061B","38","25","21","1","692","0","0","0","0","0","0","0","0","0","641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","363","111","353","0","272","1","388","1","6","0","236","308","310","345","284","338","292","271","355","354","274","307","313","362","250","369","252","221","401","401","216","243","372","360","254","0","343","0","0","258"
"19","6220063A","38","25","21","1","1839","0","0","0","0","0","0","0","0","0","1607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","880","245","747","0","810","1","832","8","15","4","726","865","647","936","603","1037","494","836","709","1014","533","884","627","842","672","990","539","549","981","1041","485","755","744","995","500","0","693","0","0","818"
"19","6220065A","38","25","21","1","1525","0","0","0","0","0","0","0","0","0","1198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","670","195","634","0","490","1","674","9","13","5","480","590","523","639","500","726","399","561","577","696","442","611","505","631","480","663","461","405","727","711","417","500","610","702","398","0","601","0","0","485"
"19","6220066A","38","25","21","1","1813","0","0","0","0","0","0","0","0","0","1490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","853","236","619","0","782","4","721","5","21","3","708","838","548","925","485","970","430","798","610","982","437","823","560","740","635","968","435","501","927","1020","389","738","648","924","452","0","622","0","0","732"
"19","6220067A","38","25","21","1","2336","0","0","0","0","0","0","0","0","0","1884","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1173","248","870","0","925","7","960","5","20","7","855","967","804","1157","639","1212","575","934","873","1173","635","956","804","1036","732","1095","691","598","1193","1246","544","877","889","1155","606","0","848","0","0","902"
"19","6220069A","38","25","21","1","1798","0","0","0","0","0","0","0","0","0","1489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","929","196","704","0","699","5","800","11","18","4","631","817","591","854","580","900","513","728","708","938","505","803","593","853","549","853","554","517","911","934","484","679","720","898","496","0","713","0","0","660"
"19","6220070A","38","25","21","1","2531","0","0","0","0","0","0","0","0","0","1985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1214","228","1089","0","762","11","1232","4","12","4","685","872","967","920","946","1045","793","787","1099","1096","792","851","985","1101","734","1004","855","761","1134","1115","752","758","1054","1108","719","0","1087","0","0","702"
"19","6220071A","38","25","21","1","2569","0","0","0","0","0","0","0","0","0","2121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1226","293","1106","0","906","5","1236","6","24","12","816","1017","953","1125","892","1232","757","904","1113","1167","863","918","1054","1186","781","1115","886","758","1246","1254","753","837","1134","1182","791","0","1121","0","0","860"
"19","6220073A","38","25","21","1","142","0","0","0","0","0","0","0","0","0","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","13","64","0","46","0","72","0","0","0","41","51","56","57","53","62","43","51","58","57","50","49","55","70","36","50","55","40","70","68","37","40","68","53","53","0","64","0","0","44"
"19","6220074A","38","25","21","1","1658","0","0","0","0","0","0","0","0","0","1270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","743","169","729","0","469","4","820","5","18","4","401","540","641","575","615","645","519","510","696","673","529","545","618","706","470","600","589","474","725","701","467","453","705","647","519","0","727","0","0","442"
"19","6220075A","38","25","21","1","1830","0","0","0","0","0","0","0","0","0","1612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","939","237","635","0","927","3","713","4","21","0","848","970","539","1087","449","1109","414","952","581","1079","463","929","581","738","762","1097","426","496","1039","1124","391","796","719","1090","413","0","612","0","0","906"
"19","6220077A","38","25","21","1","2660","0","0","0","0","0","0","0","0","0","2334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1387","294","1047","0","1178","2","1157","3","16","3","1114","1260","914","1458","770","1448","718","1252","970","1553","673","1142","1051","1213","967","1463","747","653","1567","1664","554","1100","1068","1438","731","0","989","0","0","1143"
"19","6220078A","38","25","21","1","2624","0","0","0","0","0","0","0","0","0","2297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1236","313","1187","0","1039","7","1308","9","12","4","926","1140","988","1216","965","1314","841","1071","1107","1298","883","1122","990","1209","923","1270","864","802","1355","1412","732","979","1144","1268","831","0","1131","0","0","1009"
"19","6220080A","38","25","21","1","2806","0","0","0","0","0","0","0","0","0","2307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1333","375","1045","0","1172","5","1169","5","23","4","1066","1261","909","1373","837","1481","713","1192","1001","1478","743","1189","993","1216","947","1444","735","763","1426","1487","704","1027","1132","1364","791","0","1020","0","0","1107"
"19","6220085B","38","25","21","1","2703","0","0","0","0","0","0","0","0","0","2242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1275","339","1057","0","1080","12","1186","4","20","5","983","1229","887","1272","871","1347","775","1070","1073","1331","824","1137","949","1230","873","1339","783","790","1332","1432","678","1000","1100","1342","733","0","1052","0","0","1030"
"19","6220086A","38","25","21","1","2671","0","0","0","0","0","0","0","0","0","2149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1278","304","1001","0","1056","5","1125","16","19","9","944","1103","918","1240","808","1307","714","1058","999","1283","779","1073","940","1171","846","1299","741","741","1315","1409","640","937","1065","1265","739","0","1005","0","0","999"
"19","6220087A","38","25","21","1","2577","0","0","0","0","0","0","0","0","0","2255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1290","327","971","0","1194","4","1134","14","17","2","1043","1277","838","1384","770","1472","654","1180","970","1418","736","1253","851","1066","1020","1448","678","719","1404","1546","566","1135","974","1403","690","0","916","0","0","1195"
"19","6220091A","38","25","21","1","1768","0","0","0","0","0","0","0","0","0","1524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","921","258","441","0","1042","3","496","5","14","1","979","1025","419","1152","315","1140","312","985","482","1106","365","976","468","696","732","1186","268","371","1092","1175","271","883","558","1103","343","0","391","0","0","1050"
"19","6220092D","38","25","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6220094B","38","25","21","1","2602","0","0","0","0","0","0","0","0","0","2230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1306","319","1220","0","902","2","1365","6","31","6","787","1013","1071","1091","1034","1192","902","915","1203","1224","899","967","1103","1264","801","1126","968","804","1298","1252","848","833","1240","1214","848","0","1219","0","0","866"
"19","6220097A","38","25","27","1","660","0","0","0","0","0","0","0","0","0","572","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","349","70","271","0","283","4","288","5","12","0","256","302","234","310","235","351","186","285","262","341","205","289","245","301","225","336","201","219","320","344","199","244","294","322","210","0","270","0","0","249"
"19","6220098B","38","25","21","1","2775","0","0","0","0","0","0","0","0","0","2406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1319","347","1088","0","1244","6","1173","13","26","3","1149","1377","891","1478","831","1602","664","1278","1022","1558","747","1261","997","1268","969","1518","760","773","1522","1646","632","1209","1033","1507","738","0","1005","0","0","1258"
"19","6220102B","38","25","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6220103A","38","25","27","1","2889","0","0","0","0","0","0","0","0","0","2539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1457","298","1139","0","1301","6","1274","7","27","3","1180","1397","972","1531","889","1643","753","1285","1126","1623","805","1308","1049","1276","1079","1613","787","819","1598","1739","664","1244","1145","1591","781","0","1107","0","0","1149"
"19","6220104A","38","25","21","1","2482","0","0","0","0","0","0","0","0","0","2134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1220","385","914","0","1114","3","1040","6","23","11","1013","1161","843","1331","712","1378","656","1167","884","1382","681","1136","885","1090","912","1361","654","724","1320","1416","613","1018","986","1386","615","0","919","0","0","1079"
"19","6220106A","38","25","21","1","2544","0","0","0","0","0","0","0","0","0","2142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1240","361","868","0","1190","5","995","7","25","6","1071","1274","770","1429","634","1503","553","1197","873","1417","650","1186","853","1115","916","1449","603","676","1371","1509","540","1077","940","1411","619","0","874","0","0","1146"
"19","6220108A","38","25","21","1","2391","0","0","0","0","0","0","0","0","0","2031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1182","306","1018","0","929","6","1120","6","22","5","842","1062","849","1131","811","1185","738","980","957","1185","759","1017","884","1077","818","1203","722","697","1237","1308","622","915","978","1181","716","0","989","0","0","924"
"19","6220114A","38","25","21","1","2546","0","0","0","0","0","0","0","0","0","2130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1226","294","1070","0","971","13","1166","13","17","1","887","1098","911","1131","909","1270","747","1011","1035","1250","803","1059","925","1117","875","1222","790","691","1331","1355","656","975","1013","1257","748","0","1044","0","0","960"
"19","6220118A","38","25","21","1","1504","0","0","0","0","0","0","0","0","0","1253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","678","155","648","0","551","3","730","3","21","0","472","576","589","622","575","730","455","528","668","695","507","577","572","685","474","628","538","443","740","716","440","499","665","663","471","0","636","0","0","528"
"19","6220121A","38","25","21","1","1801","0","0","0","0","0","0","0","0","0","1392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","773","196","700","0","592","3","806","10","11","2","531","639","652","690","627","740","559","576","735","760","561","584","701","772","522","686","624","479","832","787","497","520","766","784","493","0","701","0","0","555"
"19","6220126A","38","25","21","1","2670","0","0","0","0","0","0","0","0","0","2400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1302","316","1157","0","1148","5","1316","4","16","5","1012","1194","1034","1330","964","1433","842","1172","1120","1422","878","1203","1041","1247","973","1405","836","760","1522","1564","694","1033","1192","1372","846","0","1092","0","0","1155"
"19","6220128B","38","25","21","1","1289","0","0","0","0","0","0","0","0","0","1118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","629","152","544","0","533","3","610","3","13","4","462","555","481","630","438","670","388","568","494","647","423","537","482","579","454","630","426","364","694","711","340","486","551","655","383","0","543","0","0","511"
"19","6220136A","38","25","21","1","2682","0","0","0","0","0","0","0","0","0","2385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1346","317","1042","0","1254","4","1184","12","22","2","1118","1368","877","1494","794","1612","644","1322","973","1555","749","1312","932","1140","1096","1614","651","732","1551","1680","586","1203","1031","1534","716","0","975","0","0","1263"
"19","6220140A","38","25","21","1","2472","0","0","0","0","0","0","0","0","0","2149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1247","330","828","0","1230","3","963","15","32","6","1097","1308","716","1444","609","1514","530","1294","767","1500","564","1263","769","1017","1007","1470","567","672","1377","1547","496","1164","862","1409","596","0","804","0","0","1213"
"19","6220144D","38","25","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6220151A","39","29","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6220153A","39","25","21","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","0","0","1","1","0","0","1","0","1","0","0","0"
"19","6220154A","39","29","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6220160A","38","25","21","1","2938","0","0","0","0","0","0","0","0","0","2629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1559","290","1309","0","1179","5","1528","8","23","6","1026","1360","1090","1389","1128","1471","1010","1243","1247","1531","974","1284","1134","1384","1054","1573","897","926","1563","1627","859","1086","1377","1467","953","0","1269","0","0","1150"
"19","6220162A","38","25","21","1","1855","0","0","0","0","0","0","0","0","0","1207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","726","152","770","0","352","7","877","7","13","10","278","398","719","420","720","504","620","301","838","499","655","456","659","724","391","376","762","503","638","527","596","363","743","542","557","0","824","0","0","276"
"19","6220164D","38","25","21","1","1218","0","0","0","0","0","0","0","0","0","1138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","624","157","591","0","495","7","666","2","10","1","431","569","497","595","500","624","462","484","607","616","479","536","526","656","408","645","437","393","696","683","395","444","631","618","439","0","587","0","0","486"
"19","6220167A","36","25","21","1","819","0","0","0","0","0","0","0","0","0","744","0","0","0","0","0","0","0","0","0","0","0","265","0","0","0","0","436","0","300","0","429","1","341","0","10","2","380","419","283","466","247","520","194","425","294","491","233","411","289","327","376","507","205","218","489","502","202","363","337","475","219","0","283","0","0","429"
"19","6220167C","36","25","21","1","2567","0","0","0","0","0","0","0","0","0","2301","0","0","0","0","0","0","0","0","0","0","0","766","0","0","0","0","1383","0","839","0","1393","5","982","5","25","3","1228","1390","795","1547","662","1623","585","1359","846","1549","668","1313","871","1008","1151","1626","544","636","1568","1666","528","1235","920","1544","613","0","814","0","0","1388"
"19","6220168A","38","25","21","1","663","0","0","0","0","0","0","0","0","0","604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","365","91","237","0","350","1","272","0","7","1","318","346","236","406","188","430","153","345","244","391","198","341","240","279","295","427","161","187","399","445","136","322","259","405","173","0","225","0","0","354"
"19","6220170A","36","25","21","1","563","0","0","0","0","0","0","0","0","0","506","0","0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","279","0","217","0","281","2","251","1","5","1","239","300","187","328","164","342","148","276","216","312","183","285","199","259","223","369","123","164","332","360","127","268","219","339","146","0","214","0","0","280"
"19","6220176A","36","25","21","1","1039","0","0","0","0","0","0","0","0","0","918","0","0","0","0","0","0","0","0","0","0","0","360","0","0","0","0","482","0","377","0","509","1","438","2","11","2","451","508","373","562","325","592","290","498","392","606","291","507","373","431","449","579","301","294","594","617","263","426","446","578","285","0","374","0","0","487"
"19","6220179A","36","25","21","1","1006","0","0","0","0","0","0","0","0","0","867","0","0","0","0","0","0","0","0","0","0","0","306","0","0","0","0","502","0","342","0","502","1","379","2","19","2","453","519","296","584","240","588","233","517","313","568","262","496","320","423","390","588","233","290","529","597","213","462","350","559","250","0","323","0","0","501"
"19","6220180A","36","25","21","1","2814","0","0","0","0","0","0","0","0","0","2547","0","0","0","0","0","0","0","0","0","0","0","1029","0","0","0","0","1328","0","1085","0","1371","2","1253","9","30","3","1217","1424","987","1557","888","1588","849","1356","1100","1596","860","1388","1028","1294","1108","1708","713","851","1587","1685","734","1231","1177","1590","800","0","1086","0","0","1320"
"19","6220182A","38","25","21","1","866","0","0","0","0","0","0","0","0","0","765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","460","106","306","0","432","2","331","7","4","0","405","448","265","515","219","546","180","439","291","518","218","419","298","370","352","514","206","251","480","530","185","385","332","508","210","0","280","0","0","439"
"19","6220183A","38","25","21","1","2215","0","0","0","0","0","0","0","0","0","1960","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1183","285","926","0","967","6","1041","6","21","6","860","1047","814","1176","706","1201","663","962","922","1196","695","1002","847","1055","778","1178","688","700","1203","1278","591","871","997","1240","621","0","904","0","0","945"
"19","6220184A","38","25","21","1","1963","0","0","0","0","0","0","0","0","0","1786","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","980","279","843","0","871","6","961","4","21","4","768","920","749","1020","681","1099","596","881","820","1056","647","829","832","886","775","1089","590","558","1144","1164","507","758","890","1014","632","0","810","0","0","854"
"19","6220191A","39","29","21","1","35","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","22","0","14","7","0","0","6","0","0","0","25","15","14","23","7","26","3","24","6","20","10","21","9","12","16","25","4","12","17","26","4","17","13","23","6","0","6","0","0","24"
"19","6220191B","39","29","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6220208A","38","25","21","1","1544","0","0","0","0","0","0","0","0","0","1271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","742","162","654","0","559","7","728","3","11","4","501","618","579","658","556","679","518","562","663","739","491","590","612","697","485","696","508","459","762","767","444","514","676","736","450","0","640","0","0","526"
"19","6220211A","38","25","21","1","2744","0","0","0","0","0","0","0","0","0","2510","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1352","328","1231","0","1158","10","1428","4","30","2","998","1234","1097","1285","1093","1416","940","1143","1238","1430","958","1218","1075","1270","1025","1443","906","845","1507","1434","896","973","1344","1360","934","0","1202","0","0","1133"
"19","6220212A","38","25","27","1","2317","0","0","0","0","0","0","0","0","0","1978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1110","246","935","0","964","4","1058","5","25","3","842","1049","806","1129","768","1218","654","959","936","1186","710","1020","826","1024","821","1206","665","679","1213","1296","558","926","927","1176","672","0","909","0","0","879"
"19","6220215A","38","25","21","1","1963","0","0","0","0","0","0","0","0","0","1621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","891","224","897","0","626","4","1030","6","12","6","541","649","848","736","813","846","675","631","917","818","736","649","845","931","586","713","818","599","949","927","606","555","949","856","645","0","928","0","0","556"
"19","6220224A","36","25","21","1","3146","0","0","0","0","0","0","0","0","0","2836","0","0","0","0","0","0","0","0","0","0","0","1241","0","0","0","0","1360","0","1353","0","1361","8","1561","13","27","3","1182","1422","1234","1567","1122","1675","1005","1356","1335","1660","1054","1424","1212","1411","1228","1697","967","921","1790","1770","908","1188","1446","1651","989","0","1343","0","0","1320"
"19","6230004A","57","38","32","3","2276","0","0","0","0","0","0","0","0","0","1873","0","0","0","0","0","0","0","0","0","0","0","1012","0","0","0","0","684","0","1097","406","0","7","1181","10","17","11","620","901","843","997","793","1034","738","796","998","1073","725","920","840","1037","717","1101","673","697","1094","1124","678","751","996","1079","653","0","0","0","0","0"
"19","6230005A","57","38","32","3","979","0","0","0","0","0","0","0","0","0","765","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","268","0","450","146","0","6","513","0","6","1","232","361","339","345","378","394","320","302","418","404","317","331","376","428","275","411","298","270","456","416","288","240","473","410","288","0","0","0","0","0"
"19","6230005C","57","38","32","3","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","3","2","1","3","0","3","0","3","0","3","0","3","0","0","3","3","0","0","3","3","0","3","0","3","0","0","0","0","0","0"
"19","6230006C","57","38","32","3","502","0","0","0","0","0","0","0","0","0","386","0","0","0","0","0","0","0","0","0","0","0","223","0","0","0","0","118","0","223","84","0","1","260","2","3","2","107","174","191","177","195","196","169","132","236","220","152","171","190","234","130","195","172","162","208","209","160","141","212","205","157","0","0","0","0","0"
"19","6230007A","57","38","32","3","2352","0","0","0","0","0","0","0","0","0","1853","0","0","0","0","0","0","0","0","0","0","0","1158","0","0","0","0","521","0","1200","351","0","10","1285","7","14","17","492","754","946","843","916","929","801","676","1070","944","818","766","952","1071","633","911","836","739","1010","1002","740","644","1062","973","729","0","0","0","0","0"
"19","6230009A","57","38","32","3","583","0","0","0","0","0","0","0","0","0","478","0","0","0","0","0","0","0","0","0","0","0","269","0","0","0","0","145","0","307","75","0","0","311","3","1","2","146","182","245","230","217","230","200","183","255","271","170","160","274","249","190","223","226","138","314","296","152","166","268","243","189","0","0","0","0","0"
"19","6230010A","57","38","32","3","1942","0","0","0","0","0","0","0","0","0","1477","0","0","0","0","0","0","0","0","0","0","0","899","0","0","0","0","442","0","964","280","0","7","1017","14","6","19","384","603","763","658","742","715","658","533","849","755","636","626","748","848","505","680","692","533","857","810","577","473","876","728","611","0","0","0","0","0"
"19","6230011F","57","38","32","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6230011H","57","38","32","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","6230013A","57","38","32","3","2376","0","0","0","0","0","0","0","0","0","1907","0","0","0","0","0","0","0","0","0","0","0","1134","0","0","0","0","561","0","1201","351","0","8","1259","12","15","9","567","825","934","964","853","953","820","743","1064","1005","809","884","893","1099","653","1051","733","703","1087","1084","700","762","998","1026","724","0","0","0","0","0"
"19","6230021B","57","38","32","3","20","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","6","0","6","5","0","0","7","0","0","1","4","6","5","5","7","4","6","4","7","5","6","4","7","5","6","7","4","2","8","7","4","4","6","7","4","0","0","0","0","0"
