CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
8551692,2018,2018-02-15,5600,2018-01-26,1504,5388,9154,5,5,6,5607,0,0,0,,0,09G,"SKYLINE DR","LOS FELIZ DR",248.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.83688354492188,34.171806335449219
8551696,2018,2018-02-15,5600,2018-01-28,1835,2740,9128,7,5,6,5607,0,0,0,,0,09H,"HILLCREST DR","VENTU PARK RD",35.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,F,C,C,A,A,H,-,C,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.91127777099609,34.188278198242188
8551700,2018,2018-02-15,5600,2018-01-30,1833,2833,9204,2,5,6,5607,0,0,0,,0,09C,"VIA LAS BRISAS","CALLE DEL PRADO",35.00,S,N,A,-,N,,,,,,,,,,Y,2,0,1,3,A,-,04,21703,,N,C,C,A,A,H,-,C,D,0,,,Y,,Y,,D,22,1,0,0,0,0,0,0,0,1,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.97271728515625,34.168800354003906
8551708,2018,2018-02-15,5600,2018-01-17,1718,2110,9024,3,5,6,5607,0,0,0,,0,09B,"AVENIDA DE LOS ARBOLES","ORCHARD SUPPLY DR",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21801,A,N,H,C,A,A,H,-,B,A,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",,
8551755,2018,2018-02-14,5600,2018-01-16,1253,2110,9080,2,5,6,5607,0,0,0,,0,09H,"LYNN RD","GAINSBOROUGH RD",54.00,S,N,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,09,21453,B,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.89389038085938,34.192985534667969
8554420,2018,2018-06-20,5600,2018-01-25,0842,3342,1005,4,5,2,5603,0,0,0,,0,1B01,"BALD ST","PEARL ST",120.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,21,22106,,N,G,B,E,A,H,-,A,D,0,Y,,,,Y,,A,07,0,0,1,0,1,0,0,0,0,"- ","- ",,,VENTURA,OJAI,-119.24036407470703,34.446147918701172
8554510,2018,2018-08-10,5606,2018-01-11,1300,1070,5606,4,5,4,5606,0,0,0,,0,002,"RT 150","HARVARD BL",0.00,,Y,A,-,Y,VEN,7,150,-,-,34.361,I,5,E,Y,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"SANTA PAULA",-119.05844116210938,34.350532531738281
8555282,2018,2018-02-20,5608,2018-01-23,1445,505,,2,5,6,5608,0,0,0,,0,002,"LOMA VISTA RD","ST PAULS DR",86.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.25189208984375,34.276229858398438
8555287,2018,2018-02-20,5600,2018-01-25,1524,2833,9020,4,5,6,5607,0,0,0,,0,09A,"OLSEN RD","MOORPARK RD",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,12,21453,A,N,H,C,A,A,H,-,A,A,0,,,,,Y,,A,08,0,1,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.86988830566406,34.227630615234375
8555452,2018,2018-02-16,5600,2018-01-18,1935,2833,907Z,4,5,6,5607,0,0,0,,0,09G,"ERBES RD","HILLCREST DR",281.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,17,24250,,N,D,C,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.84761047363281,34.181667327880859
8555534,2018,2018-02-16,5600,2018-01-23,0747,4455,8211,2,5,5,5601,0,0,0,,0,08D,"PASEO DEL CAMPO","WOODCREEK RD",121.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21952,,N,G,B,F,A,H,-,A,A,0,Y,,,,Y,,A,07,0,1,0,0,1,0,0,0,0,"- ","- ",34.231380462646484,-118.99920654296875,VENTURA,CAMARILLO,-118.99910736083984,34.231315612792969
8555538,2018,2018-02-20,5600,2018-01-18,2359,5058,1000,4,5,2,5603,0,0,0,,0,1A01,"FOOTHILL RD","VISTA HERMOSA DR",76.00,N,N,A,-,N,,,,,,,,,,Y,2,0,1,1,A,-,01,23152,G,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,A,01,1,0,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,OJAI,-119.25616455078125,34.458477020263672
8555542,2018,2018-02-16,5600,2018-01-21,1410,2877,8111,7,5,5,5601,0,0,0,,0,8B01,"LAS POSAS RD","ARNEILL RD",158.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,07,21658,A,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",34.141139984130859,-119.02224731445312,VENTURA,CAMARILLO,-119.03957366943359,34.236446380615234
8556048,2018,2018-02-21,5608,2018-01-30,1450,384,,2,5,6,5608,0,0,0,,0,004,"TELEPHONE RD","MONTGOMERY AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,08,22107,,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.17935943603516,34.270191192626953
8556052,2018,2018-03-09,5608,2018-01-28,1145,438,,7,5,6,5608,0,0,0,,0,002,"HARBOR BL","SEAWARD AV",600.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,3,A,-,08,22107,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.27117919921875,34.266265869140625
8556342,2018,2018-03-02,5600,2018-01-29,1024,3147,9128,1,5,6,5607,0,0,0,,0,9H01,"VENTU PARK RD","PAULING DR",38.00,W,N,A,-,N,,,,,,,,,,Y,4,0,1,3,A,-,04,21703,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.91977691650391,34.193363189697266
8556404,2018,2018-02-22,5600,2018-01-24,1010,1936,9072,3,5,6,5607,0,0,0,,0,09G,"LOS FELIZ DR","DINSMORE AV",891.00,W,N,A,-,N,,,,,,,,,,Y,3,0,2,3,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.84800720214844,34.178199768066406
8557067,2018,2018-08-10,5606,2018-01-17,1618,1114,5606,3,5,4,5606,0,0,0,,0,002,"RT 150","E MAIN ST",3.00,S,N,A,-,Y,VEN,7,150,-,-,34.100,I,5,E,N,4,0,1,2,A,-,11,21456,B,N,G,B,B,A,H,-,B,A,0,Y,,,,Y,,N,60,0,0,1,0,1,0,0,0,0,"- ","- ",,,VENTURA,"SANTA PAULA",-119.06003570556641,34.354019165039062
8558004,2018,2018-07-23,5604,2018-01-07,1910,5496,,7,5,6,5604,0,0,0,,0,031,"RT 34 ST","ROSE AV",200.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,B,G,A,A,H,-,-,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",34.197029113769531,-119.15978240966797,VENTURA,OXNARD,-119.15908050537109,34.196968078613281
8560225,2018,2018-02-27,5608,2018-01-17,2318,429,,3,5,6,5608,0,0,0,,0,004,"TELEPHONE RD","RAMELLI AV",166.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,C,A,0,,,,,Y,Y,-,,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,VENTURA,-119.19300842285156,34.268257141113281
8560244,2018,2018-02-27,5609,2018-01-24,1631,437,,3,5,6,5609,0,0,0,,0,002,"VISTA LAGO DR","MADERA RD",21.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,11,21950,B,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,N,60,0,0,1,0,1,0,0,0,0,"- ","- ",,,VENTURA,"SIMI VALLEY",-118.7969970703125,34.256740570068359
8560248,2018,2018-02-27,5609,2018-01-28,2152,452,,7,5,6,5609,0,0,0,,0,001,"1ST ST","EAST ST",0.00,,Y,A,G,N,,,,,,,,,,Y,4,0,1,2,A,-,01,23152,A,N,B,C,A,A,H,-,C,A,0,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.273540496826172,-118.77886962890625,VENTURA,"SIMI VALLEY",-118.77890646,34.273659770000002
8560252,2018,2018-02-27,5609,2018-01-29,0629,310,512,1,5,6,5609,0,0,0,,0,005,"COCHRAN ST","TAPO ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,B,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,"SIMI VALLEY",-118.70896148681641,34.279010772705078
8560744,2018,2018-03-01,5600,2018-01-19,2347,4722,9154,5,5,6,5607,0,0,0,,0,9G01,"THOUSAND OAKS BL","CRESCENT WY",175.00,W,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,08,22107,,N,C,E,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"THOUSAND OAKS",-118.83988952636719,34.172080993652344
8565953,2018,2018-03-02,5600,2018-01-01,0308,4897,8102,1,5,5,5601,0,0,0,,0,08B,"CARMEN DR","COE ST",327.00,N,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,05,21651,A,M,E,I,A,A,H,-,C,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.1343994140625,-119.03070831298828,VENTURA,CAMARILLO,-119.05205535888672,34.228816986083984
8568910,2018,2018-03-15,5609,2018-01-29,0817,312,,1,5,6,5609,0,0,0,,0,,"1ST ST","EASY ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",34.273540496826172,-118.77886962890625,VENTURA,"SIMI VALLEY",-118.77897644042969,34.273670196533203
8568922,2018,2018-03-15,5609,2018-01-30,1519,447,,2,5,6,5609,0,0,0,,0,003,"ROYAL AV","ERRINGER RD",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,4,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,,0,1,1,0,0,0,0,0,0,"- ","- ",34.263648986816406,-118.76136779785156,VENTURA,"SIMI VALLEY",-118.76138305664062,34.263641357421875
8568934,2018,2018-03-15,5609,2018-01-29,2056,447,122,1,5,6,5609,0,0,0,,0,001,"1ST ST","EASY ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,"- ","- ",34.273540496826172,-118.77886962890625,VENTURA,"SIMI VALLEY",-118.77897644042969,34.273670196533203
8568946,2018,2018-03-15,5609,2018-01-30,1004,310,119,2,5,6,5609,0,0,0,,0,001,"1ST ST","EASY ST",485.00,N,N,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,"SIMI VALLEY",-118.77897644042969,34.275001525878906
8575202,2018,2018-08-10,5600,2018-01-22,1814,4540,5114,1,5,4,5690,0,0,0,,0,2B01,"COLLINS DR","RT 118",0.00,,Y,A,-,Y,VEN,7,118,-,T,20.182,R,4,W,Y,4,0,1,2,D,-,00,,,N,D,C,A,-,H,-,C,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ",WF,,,VENTURA,MOORPARK,-118.83926391601562,34.293628692626953
8575206,2018,2018-08-09,5600,2018-01-28,1945,4540,5100,7,5,4,5690,0,0,0,,0,02B,"RT 118","RT 23",60.00,E,N,A,-,Y,VEN,7,118,-,R,17.500,H,-,W,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",,,VENTURA,MOORPARK,-118.88203430175781,34.27899169921875
8575293,2018,2018-08-09,5600,2018-01-29,1815,5056,5102,1,5,4,5690,0,0,0,,0,02A,"RT 118","MONTAIR DR",0.00,,Y,A,-,Y,VEN,7,118,-,-,15.610,I,5,W,Y,3,0,1,2,D,-,00,,,N,D,C,A,A,H,-,C,D,0,,,,Y,Y,,-,"- ",0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,MOORPARK,-118.91603851318359,34.278915405273438
8593900,2018,2018-04-17,5604,2018-01-20,1026,4577,,6,5,6,5604,0,0,0,,0,011,"VENTURA RD","DEVONSHIRE DR",425.00,N,N,A,-,N,,,,,,,,,,,2,0,1,2,A,-,11,21954,A,F,G,B,D,A,H,-,A,D,0,Y,,,,Y,,-,,1,0,0,0,1,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.19461059570312,34.212677001953125
8596963,2018,2018-04-27,5604,2018-01-18,0812,5322,,4,5,6,5604,0,0,0,,0,042,"PLEASANT VALLEY RD","PACKARD ST",1000.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21801,A,N,A,C,A,A,H,-,A,D,0,,,Y,,Y,,D,22,0,1,0,0,0,0,0,0,1,"- ","- ",,,VENTURA,OXNARD,-119.14322662353516,34.165901184082031
8596964,2018,2018-04-30,5604,2018-01-29,2252,5392,,1,5,6,5604,0,0,0,,0,031,"COOPER RD","MCKINLEY AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,22450,A,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.204509735107422,-119.17166900634766,VENTURA,OXNARD,-119.17167663574219,34.204521179199219
8596967,2018,2018-04-24,5604,2018-01-18,0828,5263,3,4,5,6,5604,0,0,0,,0,032,"WOOLEY RD","COMMERCIAL AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,08,22107,,N,B,C,A,A,H,-,A,A,0,,,,,Y,,I,11,0,0,1,0,0,0,0,0,0,"- ","- ",34.189960479736328,-119.17105865478516,VENTURA,OXNARD,-119.17108154296875,34.189971923828125
8596971,2018,2018-06-20,5604,2018-01-20,0815,5454,,6,5,6,5604,0,0,0,,0,041,"BUTLER RD","OLDS RD",60.00,E,N,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,08,22107,,F,C,E,A,A,H,-,A,D,0,,,,Y,Y,,F,21,0,1,1,0,0,0,0,0,0,"- ","- ",34.169219970703125,-119.15132141113281,VENTURA,OXNARD,-119.15138244628906,34.169197082519531
8596979,2018,2018-04-27,5604,2018-01-21,1042,5433,,7,5,6,5604,0,0,0,,0,024,"VISALIA ST","HILL ST",50.00,S,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,08,22107,,N,A,E,A,A,H,-,A,D,0,,,,Y,Y,,F,26,0,1,0,0,0,0,0,0,0,"- ","- ",34.185928344726562,-119.20050048828125,VENTURA,OXNARD,-119.20021820068359,34.186023712158203
8596983,2018,2018-04-24,5604,2018-01-22,0634,5065,,1,5,6,5604,0,0,0,,0,032,"5TH ST","ROSE AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,B,A,0,,,,Y,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.197029113769531,-119.15978240966797,VENTURA,OXNARD,-119.15988922119141,34.196998596191406
8596995,2018,2018-04-27,5604,2018-01-24,1630,5208,,3,5,6,5604,0,0,0,,0,023,"OXNARD BL","DRIFFILL BL",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,71,0,1,0,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.17740631103516,34.192371368408203
8597007,2018,2018-04-24,5604,2018-01-02,1653,5473,,2,5,6,5604,0,0,0,,0,032,"OXNARD BL","DATE ST",300.00,S,N,A,-,N,,,1,,,,,,,Y,4,0,1,2,A,-,09,21804,A,N,D,C,A,A,H,-,B,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",34.183380126953125,-119.16956329345703,VENTURA,OXNARD,-119.16949462890625,34.183464050292969
8597011,2018,2018-04-30,5604,2018-01-05,1434,5519,,5,5,6,5604,0,0,0,,0,012,"N ROSE AV","GONZALES RD",250.00,N,N,A,-,N,,,,,,,,,,N,4,0,3,2,B,-,22,,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,82,0,0,3,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.15840148925781,34.219676971435547
8597015,2018,2018-04-27,5604,2018-01-05,1731,5360,,5,5,6,5604,0,0,0,,0,032,"5TH ST","RICHMOND AV",0.00,,Y,B,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21802,A,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,D,22,0,1,0,0,0,0,1,0,0,"- ","- ",34.196891784667969,-119.16951751708984,VENTURA,OXNARD,-119.16956329345703,34.196891784667969
8597019,2018,2018-04-27,5604,2018-01-07,1935,5367,,7,5,6,5604,0,0,0,,0,042,"PLEASANT VALLEY RD","BARD RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,F,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.161518096923828,-119.15213775634766,VENTURA,OXNARD,-119.15213775634766,34.161548614501953
8597026,2018,2018-04-27,5604,2018-01-16,0703,5514,,2,5,6,5604,0,0,0,,0,012,"VICTORIA AV","TEAL CLUB RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,3,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.203079223632812,-119.22109985351562,VENTURA,OXNARD,-119.22109222412109,34.203079223632812
8597038,2018,2018-04-27,5604,2018-01-16,1706,5300,,2,5,6,5604,0,0,0,,0,022,"C ST","1ST ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,22450,A,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,Y,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.202980041503906,-119.18103790283203,VENTURA,OXNARD,-119.18105316162109,34.202980041503906
8597039,2018,2018-04-30,5604,2018-01-29,1254,5508,,1,5,6,5604,0,0,0,,0,031,"ROBERT AV","OXNARD BL",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.211189270019531,-119.17722320556641,VENTURA,OXNARD,-119.17732238769531,34.211200714111328
8599128,2018,2018-05-02,5604,2018-01-31,0832,5317,,3,5,6,5604,0,0,0,,0,042,"PLEASANT VALLEY RD","TERRACE AV",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,01,23152,A,F,C,C,A,A,H,-,A,D,0,,,,,Y,Y,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",34.155109405517578,-119.16526794433594,VENTURA,OXNARD,-119.16532135009766,34.155200958251953
8599132,2018,2018-05-02,5604,2018-01-31,0820,5519,,3,5,6,5604,0,0,0,,0,042,"E BARD RD","SAN JUAN AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,22450,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.17005157470703,34.162010192871094
8599136,2018,2018-05-02,5604,2018-01-31,0445,5521,,3,5,6,5604,0,0,0,,0,042,"PLEASANT VALLEY RD","BEAUMONT AV",0.00,,Y,A,-,N,,,,,,,,,,Y,2,0,1,2,A,-,09,21801,B,N,F,C,A,A,H,-,C,A,0,,,,,Y,,A,01,1,0,0,0,0,0,0,0,0,"- ","- ",34.161098480224609,-119.15206146240234,VENTURA,OXNARD,-119.15299987792969,34.161201477050781
8599140,2018,2018-05-02,5604,2018-01-30,2056,5378,,2,5,6,5604,0,0,0,,0,022,"6TH ST","F ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21804,A,N,G,G,A,A,H,-,C,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.195110321044922,-119.18850708007812,VENTURA,OXNARD,-119.18489837646484,34.196399688720703
8599144,2018,2018-05-02,5604,2018-01-30,1611,5490,,2,5,6,5604,0,0,0,,0,021,"VICTORIA AV","WOOLEY RD",363.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,N,G,B,C,-,H,-,A,D,0,Y,,,,Y,,A,01,0,1,0,0,1,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.22135925292969,34.18939208984375
8599148,2018,2018-05-02,5604,2018-01-28,1825,4925,,7,5,6,5604,0,0,0,,0,022,"OXNARD BL","1ST ST",0.00,,Y,A,-,N,,,1,,,,,,,Y,4,0,3,3,A,-,09,21801,A,N,D,C,A,A,A,H,C,A,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",34.202949523925781,-119.17730712890625,VENTURA,OXNARD,-119.17727661132812,34.202949523925781
8599152,2018,2018-05-02,5604,2018-01-28,1405,5403,,7,5,6,5604,0,0,0,,0,041,"SAN JUAN AV","BARD RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,22450,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.161960601806641,-119.17002105712891,VENTURA,OXNARD,-119.17005157470703,34.162010192871094
8599156,2018,2018-05-02,5604,2018-01-27,1817,5401,,6,5,6,5604,0,0,0,,0,041,"SAVIERS RD","YUCCA ST",300.00,N,N,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,C,D,0,,,,,Y,,A,08,0,0,2,0,0,0,0,0,0,"- ","- ",34.168811798095703,-119.17872619628906,VENTURA,OXNARD,-119.17771911621094,34.166763305664062
8599160,2018,2018-05-02,5604,2018-01-27,2500,5434,,6,5,6,5604,0,0,0,,0,022,"A ST","PALM DR",40.00,N,N,A,-,N,,,,,,,,,,,4,0,1,2,A,-,04,21703,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.205760955810547,-119.17823028564453,VENTURA,OXNARD,-119.17851257324219,34.205150604248047
8599164,2018,2018-05-09,5604,2018-01-26,1423,5322,,5,5,6,5604,0,0,0,,0,011,"GONZALES RD","C ST",150.00,E,N,A,-,N,,,,,,,,,,Y,4,0,3,2,A,-,"- ",,,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,3,0,0,0,0,0,0,"- ","- ",,,VENTURA,OXNARD,-119.18034362792969,34.219207763671875
8599168,2018,2018-05-02,5604,2018-01-14,1713,5434,,7,5,6,5604,0,0,0,,0,021,"CHANNEL ISLANDS BL","PENINSULA RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",34.175460815429688,-119.22560119628906,VENTURA,OXNARD,-119.22528839111328,34.176101684570312
8599172,2018,2018-05-02,5604,2018-01-14,1436,5300,,7,5,6,5604,0,0,0,,0,024,"HILL ST","H ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,F,C,C,A,A,H,-,A,D,0,,,,,Y,,-,99,0,1,0,0,0,0,0,0,0,"- ","- ",34.189781188964844,-119.17662048339844,VENTURA,OXNARD,-119.18733978271484,34.186691284179688
8599176,2018,2018-05-02,5604,2018-01-14,1018,5502,,7,5,6,5604,0,0,0,,0,024,"CHANNEL ISLANDS BL","C ST",35.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,21,22106,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",34.173679351806641,-119.18110656738281,VENTURA,OXNARD,-119.18101501464844,34.173698425292969
8599180,2018,2018-05-01,5604,2018-01-13,2051,5475,,6,5,6,5604,0,0,0,,0,031,"3RD ST","JUANITA AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21802,A,N,D,D,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",34.200508117675781,-119.16851806640625,VENTURA,OXNARD,-119.16853332519531,34.200531005859375
